IdCliente;Edad;Rango estareo;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Credito Hipotecario;Tiene Credito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
10639;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;64000;No;No;Celular;1;No
10640;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;No;Fono Particular;0;No
10641;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1084000;Si;No;Fono Particular;0;No
10642;56;55 a 64;Gerente;Casado;Universitario;No;17432000;No;No;Celular;0;No
10643;56;55 a 64;Empresario;Casado;Enseñanza Media;No;2655000;No;No;Celular;0;No
10644;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;272000;Si;Si;Celular;0;No
10645;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;12226000;Si;No;Celular;0;No
10646;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;514000;No;No;Celular;0;No
10647;56;55 a 64;Gerente;Casado;Universitario;No;1533000;No;No;Celular;1;No
10648;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;8648000;No;No;Celular;0;No
10649;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;3608000;Si;No;Emailing;0;Si
10650;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;249000;No;No;Fono Particular;0;No
10651;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;10250000;Si;No;Fono Particular;0;Si
10652;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1047000;No;No;Celular;0;No
10653;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;10000;No;No;Celular;0;No
10654;56;55 a 64;Gerente;Casado;Universitario;No;1430000;No;No;Celular;0;No
10655;56;55 a 64;Gerente;Soltero;Universitario;No;4465000;Si;No;Celular;0;No
10656;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1019000;Si;No;Celular;0;No
10657;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2015000;Si;No;Celular;0;No
10658;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2416000;Si;No;Celular;0;Si
10659;56;55 a 64;Obrero;Casado;Enseñanza Media;No;0;No;No;Celular;0;No
10660;56;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;1683000;No;No;Celular;0;No
10661;56;55 a 64;Técnico;Soltero;Técnico Profesional;No;114000;No;No;Celular;0;No
10662;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Fono Particular;0;No
10663;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
10664;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;178000;Si;Si;Celular;0;No
10665;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;235000;No;No;Celular;0;No
10666;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;50000;Si;Si;Celular;0;No
10667;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;87000;No;No;Celular;0;No
10668;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;145000;Si;No;Celular;38;No
10669;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;Si;-507000;No;No;Fono Particular;0;No
10670;56;55 a 64;Técnico;Casado;Técnico Profesional;No;177000;Si;Si;Celular;1;No
10671;56;55 a 64;Técnico;Soltero;Técnico Profesional;No;350000;No;No;Celular;0;No
10672;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;399000;No;No;Celular;0;No
10673;56;55 a 64;Gerente;Divorciado;Universitario;No;557000;Si;No;Celular;5;No
10674;56;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;-199000;Si;Si;Celular;0;No
10675;56;55 a 64;Gerente;Casado;Universitario;No;603000;Si;No;Celular;0;No
10676;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2611000;No;No;Celular;0;Si
10677;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;518000;No;No;Celular;0;Si
10678;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2420000;Si;No;Fono Particular;0;No
10679;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;276000;No;No;Celular;0;No
10680;56;55 a 64;Técnico;Casado;Técnico Profesional;No;0;No;No;Celular;0;No
10681;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;500000;No;Si;Celular;0;No
10682;56;55 a 64;Técnico;Casado;Técnico Profesional;No;305000;No;No;Celular;0;No
10683;56;55 a 64;Gerente;Casado;Universitario;No;2809000;Si;No;Celular;0;No
10684;56;55 a 64;Técnico;Casado;Técnico Profesional;No;410000;No;No;Celular;0;No
10685;56;55 a 64;Obrero;Casado;Enseñanza Media;No;24000;No;Si;Celular;0;No
10686;56;55 a 64;Gerente;Soltero;Universitario;No;493000;No;No;Celular;0;No
10687;56;55 a 64;Obrero;Casado;Enseñanza Media;No;102000;No;No;Celular;0;No
10688;56;55 a 64;Técnico;Casado;Técnico Profesional;No;10000;No;No;Celular;0;No
10689;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;146000;No;No;Celular;0;No
10690;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;0;No;No;Celular;0;No
10691;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;0;No;No;Celular;0;No
10692;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;223000;No;No;Celular;0;No
10693;56;55 a 64;Gerente;Soltero;Universitario;No;588000;No;No;Celular;0;No
10694;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;592000;No;No;Celular;0;No
10695;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;413000;Si;Si;Celular;0;No
10696;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;377000;No;No;Celular;0;No
10697;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;1807000;Si;No;Celular;0;Si
10698;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;182000;Si;No;Celular;2;No
10699;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;686000;Si;Si;Celular;4;No
10700;56;55 a 64;Gerente;Divorciado;Universitario;No;20727000;No;No;Celular;2;No
10701;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;255000;Si;No;Celular;0;No
10702;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;5996000;No;No;Fono Particular;0;No
10703;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;0;Si;No;Celular;1;No
10704;56;55 a 64;Gerente;Casado;Universitario;No;2147000;No;No;Celular;0;No
10705;56;55 a 64;Gerente;Casado;Universitario;No;934000;No;Si;Celular;0;No
10706;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;981000;Si;No;Fono Particular;0;No
10707;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1077000;Si;No;Celular;0;No
10708;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;808000;Si;No;Celular;0;Si
10709;56;55 a 64;Gerente;Casado;Universitario;No;865000;No;No;Celular;0;No
10710;56;55 a 64;Gerente;Divorciado;Universitario;No;613000;No;Si;Celular;0;No
10711;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;6512000;No;No;Celular;0;No
10712;56;55 a 64;Trabajador Dependiente;Casado;Universitario;Si;10000;Si;No;Celular;0;No
10713;56;55 a 64;Gerente;Casado;Universitario;No;5711000;Si;No;Celular;0;No
10714;56;55 a 64;Empresario;Casado;Universitario;No;763000;No;No;Celular;0;No
10715;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;1320000;No;No;Celular;0;No
10716;56;55 a 64;Gerente;Casado;Universitario;No;22520000;No;No;Celular;0;Si
10717;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;66000;Si;Si;Celular;0;No
10718;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;4713000;Si;No;Fono Particular;0;No
10719;56;55 a 64;Gerente;Casado;Universitario;No;596000;Si;No;Celular;0;No
10720;56;55 a 64;Técnico;Casado;Técnico Profesional;No;523000;Si;No;Celular;2;No
10721;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;213000;No;No;Celular;0;No
10722;56;55 a 64;Gerente;Casado;Universitario;No;519000;Si;No;Celular;0;No
10723;56;55 a 64;Empresario;Divorciado;Universitario;No;1342000;Si;Si;Celular;1;No
10724;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;78000;Si;No;Celular;0;No
10725;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;909000;Si;No;Celular;0;No
10726;56;55 a 64;Trabajador Independiente;Divorciado;Universitario;No;3293000;No;No;Celular;6;No
10727;56;55 a 64;Obrero;Casado;Enseñanza Media;No;167000;Si;Si;Celular;0;No
10728;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;505000;Si;No;Emailing;0;No
10729;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;61000;Si;No;Emailing;0;No
10730;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;163000;Si;No;Emailing;0;No
10731;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;245000;Si;Si;Emailing;0;No
10732;56;55 a 64;Obrero;Soltero;Enseñanza Media;No;143000;Si;No;Celular;0;No
10733;56;55 a 64;Obrero;Casado;Enseñanza Media;No;30000;Si;No;Celular;0;No
10734;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;403000;Si;No;Emailing;0;No
10735;56;55 a 64;Obrero;Casado;Enseñanza Media;No;154000;Si;No;Celular;0;No
10736;56;55 a 64;Gerente;Casado;Universitario;No;378000;Si;No;Emailing;0;No
10737;56;55 a 64;Trabajador Dependiente;Divorciado;Enseñanza Media;No;0;Si;Si;Emailing;0;No
10738;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;428000;Si;No;Emailing;0;No
10739;56;55 a 64;Gerente;Casado;Universitario;No;3237000;Si;No;Emailing;0;No
10740;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;47000;No;No;Emailing;0;No
10741;56;55 a 64;Obrero;Divorciado;Enseñanza Básica;No;-9000;Si;Si;Celular;0;No
10742;56;55 a 64;Trabajador Independiente;Casado;Universitario;No;1842000;Si;No;Emailing;0;No
10743;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;470000;Si;No;Emailing;0;No
10744;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;186000;Si;No;Emailing;0;No
10745;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;216000;Si;No;Emailing;0;No
10746;56;55 a 64;Técnico;Casado;Técnico Profesional;No;230000;Si;No;Emailing;0;No
10747;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;168000;Si;Si;Emailing;0;No
10748;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;-22000;Si;No;Emailing;0;No
10749;56;55 a 64;Técnico;Casado;Técnico Profesional;No;15000;No;No;Emailing;0;No
10750;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;1164000;Si;No;Emailing;0;No
10751;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;275000;No;No;Emailing;0;No
10752;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;352000;Si;No;Emailing;0;No
10753;56;55 a 64;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;164000;Si;No;Emailing;0;No
10754;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;507000;No;Si;Emailing;0;No
10755;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2058000;No;No;Emailing;0;No
10756;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;315000;Si;No;Emailing;0;No
10757;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1387000;Si;Si;Emailing;0;No
10758;56;55 a 64;Obrero;Casado;Enseñanza Básica;No;98000;No;Si;Celular;0;No
10759;56;55 a 64;Empresario;Casado;Técnico Profesional;No;563000;No;No;Emailing;0;No
10760;56;55 a 64;Técnico;Casado;Técnico Profesional;No;148000;No;No;Emailing;0;No
10761;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;848000;Si;No;Emailing;0;No
10762;56;55 a 64;Gerente;Divorciado;Universitario;No;1115000;No;No;Emailing;0;No
10763;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;226000;Si;No;Emailing;0;No
10764;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;912000;No;No;Emailing;0;No
10765;56;55 a 64;Gerente;Casado;Universitario;No;3022000;No;No;Emailing;0;No
10766;56;55 a 64;Obrero;Casado;Enseñanza Básica;No;2000;Si;No;Celular;0;No
10767;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;3394000;Si;No;Emailing;0;No
10768;56;55 a 64;Gerente;Divorciado;Universitario;No;557000;Si;No;Emailing;0;No
10769;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;923000;No;No;Emailing;0;No
10770;56;55 a 64;Técnico;Soltero;Técnico Profesional;No;443000;No;No;Emailing;0;No
10771;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1119000;Si;No;Emailing;0;No
10772;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;2222000;No;No;Emailing;0;No
10773;56;55 a 64;Gerente;Casado;Universitario;No;2005000;No;No;Emailing;0;No
10774;56;55 a 64;Obrero;Casado;Enseñanza Media;No;-55000;No;No;Celular;0;No
10775;56;55 a 64;Empresario;Casado;Universitario;No;388000;Si;No;Emailing;0;No
10776;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;3096000;No;No;Emailing;0;No
10777;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;494000;No;No;Emailing;0;No
10778;56;55 a 64;Obrero;Casado;Enseñanza Media;No;27000;No;No;Celular;0;No
10779;56;55 a 64;Gerente;Casado;Universitario;No;391000;No;No;Emailing;0;No
10780;56;55 a 64;Trabajador Dependiente;Soltero;Enseñanza Básica;No;25824000;No;No;Emailing;0;No
10781;56;55 a 64;Gerente;Casado;Universitario;No;367000;Si;No;Emailing;0;No
10782;56;55 a 64;Empresario;Casado;Técnico Profesional;No;3112000;Si;No;Emailing;0;No
10783;56;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;0;Si;No;Emailing;0;No
10784;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;0;Si;Si;Emailing;0;No
10785;56;55 a 64;Obrero;Casado;Enseñanza Media;No;0;Si;No;Celular;0;No
10786;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;-151000;Si;No;Emailing;0;No
10787;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;287000;Si;No;Emailing;0;No
10788;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2501000;Si;No;Emailing;0;No
10789;56;55 a 64;Obrero;Casado;Enseñanza Básica;No;130000;No;No;Celular;0;No
10790;56;55 a 64;Técnico;Soltero;Técnico Profesional;No;74000;Si;No;Emailing;0;No
10791;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;-209000;No;No;Emailing;0;No
10792;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;Si;-2049000;Si;No;Emailing;0;No
10793;56;55 a 64;Gerente;Casado;Universitario;No;1216000;Si;Si;Emailing;0;No
10794;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;169000;Si;No;Emailing;0;No
10795;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2343000;Si;No;Emailing;0;No
10796;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2344000;Si;No;Emailing;0;No
10797;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1032000;Si;No;Emailing;0;No
10798;56;55 a 64;Técnico;Divorciado;Técnico Profesional;Si;-757000;Si;Si;Emailing;0;No
10799;56;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;294000;Si;No;Emailing;0;No
10800;56;55 a 64;Empresario;Casado;Universitario;No;18904000;Si;No;Emailing;0;No
10801;56;55 a 64;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;150000;No;No;Emailing;0;No
10802;56;55 a 64;Gerente;Divorciado;Universitario;No;9326000;Si;No;Emailing;0;No
10803;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2068000;Si;No;Emailing;0;No
10804;56;55 a 64;Trabajador Dependiente;Soltero;Enseñanza Media;Si;-1193000;Si;Si;Emailing;0;No
10805;56;55 a 64;Obrero;Casado;Enseñanza Media;Si;-581000;Si;No;Celular;0;No
10806;56;55 a 64;Gerente;Divorciado;Universitario;No;696000;Si;No;Emailing;0;No
10807;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;355000;Si;No;Emailing;0;No
10808;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;180000;Si;Si;Emailing;0;No
10809;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;4667000;Si;No;Emailing;0;No
10810;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;2262000;Si;No;Emailing;0;No
10811;56;55 a 64;Gerente;Casado;Universitario;No;543000;Si;No;Emailing;0;No
10812;56;55 a 64;Técnico;Soltero;Técnico Profesional;No;0;Si;No;Emailing;0;No
10813;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;486000;Si;Si;Emailing;0;No
10814;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;366000;Si;Si;Emailing;0;No
10815;56;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;2061000;Si;Si;Emailing;0;No
10816;56;55 a 64;Empresario;Casado;Universitario;No;320000;Si;Si;Emailing;0;No
10817;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1536000;Si;No;Emailing;0;No
10818;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;402000;Si;No;Emailing;0;No
10819;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;459000;Si;No;Emailing;0;No
10820;56;55 a 64;Técnico;Casado;Técnico Profesional;No;279000;Si;No;Emailing;0;No
10821;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1854000;Si;No;Emailing;0;No
10822;56;55 a 64;Gerente;Soltero;Universitario;No;580000;No;No;Emailing;0;No
10823;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;68000;Si;Si;Emailing;0;No
10824;56;55 a 64;Gerente;Soltero;Universitario;No;354000;Si;No;Emailing;0;No
10825;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2718000;No;No;Emailing;0;No
10826;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;284000;Si;No;Emailing;0;No
10827;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;128000;Si;No;Emailing;0;No
10828;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;3061000;Si;No;Emailing;0;No
10829;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;3657000;Si;No;Emailing;0;No
10830;56;55 a 64;Gerente;Casado;Universitario;No;3840000;Si;No;Emailing;0;No
10831;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2201000;Si;No;Emailing;0;No
10832;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;3033000;No;No;Emailing;0;No
10833;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2219000;Si;No;Emailing;0;No
10834;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;2623000;Si;No;Emailing;0;No
10835;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;913000;Si;Si;Emailing;0;No
10836;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1568000;No;No;Emailing;0;No
10837;56;55 a 64;Trabajador Dependiente;Casado;Técnico Profesional;No;247000;No;No;Emailing;0;No
10838;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1269000;Si;No;Emailing;0;No
10839;56;55 a 64;Obrero;Casado;Enseñanza Media;No;16000;Si;No;Celular;0;No
10840;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;874000;Si;No;Emailing;0;No
10841;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;259000;No;No;Emailing;0;No
10842;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;327000;Si;No;Emailing;0;No
10843;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;495000;Si;No;Emailing;0;No
10844;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;267000;Si;No;Emailing;0;No
10845;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;6312000;Si;No;Emailing;0;No
10846;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;2226000;No;No;Emailing;0;No
10847;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;4110000;No;No;Emailing;0;No
10848;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;652000;No;Si;Emailing;0;No
10849;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;512000;Si;Si;Emailing;0;No
10850;56;55 a 64;Empresario;Casado;Enseñanza Media;No;1160000;Si;No;Emailing;0;No
10851;56;55 a 64;Obrero;Casado;Enseñanza Básica;No;0;Si;No;Celular;0;No
10852;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;11317000;Si;No;Emailing;0;No
10853;56;55 a 64;Empresario;Casado;Enseñanza Media;No;348000;Si;No;Emailing;0;No
10854;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;387000;Si;No;Emailing;0;No
10855;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1878000;Si;No;Emailing;0;No
10856;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;769000;Si;No;Emailing;0;No
10857;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;611000;Si;Si;Emailing;0;No
10858;56;55 a 64;Trabajador Dependiente;Soltero;Técnico Profesional;No;332000;No;No;Emailing;0;No
10859;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1743000;No;No;Emailing;0;No
10860;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;997000;No;No;Emailing;0;No
10861;56;55 a 64;Gerente;Casado;Técnico Profesional;No;1401000;No;No;Emailing;0;No
10862;56;55 a 64;Gerente;Casado;Universitario;No;735000;Si;No;Emailing;0;No
10863;56;55 a 64;Trabajador Dependiente;Divorciado;Enseñanza Básica;No;198000;Si;No;Emailing;0;No
10864;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;434000;Si;Si;Emailing;0;No
10865;56;55 a 64;Gerente;Casado;Universitario;No;1330000;No;Si;Emailing;0;No
10866;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;1202000;Si;No;Emailing;0;No
10867;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;788000;No;No;Emailing;0;No
10868;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;662000;No;No;Emailing;0;No
10869;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;380000;Si;No;Emailing;0;No
10870;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;953000;Si;No;Emailing;0;No
10871;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;2040000;Si;No;Emailing;0;No
10872;56;55 a 64;Empresario;Casado;Universitario;No;221000;Si;No;Emailing;0;No
10873;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1530000;Si;No;Emailing;0;No
10874;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;3649000;Si;Si;Emailing;0;No
10875;56;55 a 64;Trabajador Independiente;Casado;Técnico Profesional;No;-63000;Si;No;Emailing;0;No
10876;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;892000;No;No;Emailing;0;No
10877;56;55 a 64;Trabajador Dependiente;Soltero;Enseñanza Básica;No;1158000;Si;No;Emailing;0;No
10878;56;55 a 64;Obrero;Casado;Enseñanza Básica;No;0;No;No;Celular;0;No
10879;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2631000;Si;No;Emailing;0;No
10880;56;55 a 64;Trabajador Independiente;Soltero;Universitario;No;21000;Si;No;Emailing;0;No
10881;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;6050000;Si;No;Emailing;0;No
10882;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;329000;Si;No;Emailing;0;No
10883;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;579000;Si;No;Emailing;0;No
10884;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;169000;Si;No;Emailing;0;No
10885;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;3018000;Si;No;Emailing;0;No
10886;56;55 a 64;Técnico;Casado;Técnico Profesional;No;341000;Si;Si;Emailing;0;No
10887;56;55 a 64;Trabajador Dependiente;Soltero;Universitario;No;716000;Si;No;Emailing;0;Si
10888;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1355000;Si;No;Emailing;0;No
10889;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1050000;Si;No;Emailing;0;No
10890;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;92000;Si;No;Emailing;0;No
10891;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;82000;Si;No;Emailing;0;No
10892;56;55 a 64;Trabajador Independiente;Casado;Enseñanza Media;No;1000;Si;No;Emailing;0;No
10893;56;55 a 64;Obrero;Casado;Enseñanza Media;No;26000;Si;No;Celular;0;No
10894;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;198000;Si;No;Emailing;0;No
10895;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;5737000;Si;No;Emailing;0;No
10896;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2497000;Si;No;Emailing;0;No
10897;56;55 a 64;Trabajador Dependiente;Divorciado;Universitario;No;266000;Si;No;Emailing;0;No
10898;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;457000;Si;Si;Emailing;0;No
10899;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1496000;Si;No;Emailing;0;No
10900;56;55 a 64;Obrero;Casado;Enseñanza Media;No;90000;Si;No;Celular;0;No
10901;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;1377000;Si;No;Emailing;0;No
10902;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;326000;Si;No;Emailing;0;No
10903;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;3659000;Si;No;Emailing;0;No
10904;56;55 a 64;Obrero;Casado;Enseñanza Media;No;64000;Si;No;Celular;0;No
10905;56;55 a 64;Obrero;Casado;Enseñanza Media;No;51000;Si;No;Celular;0;No
10906;56;55 a 64;Trabajador Dependiente;Soltero;Enseñanza Básica;No;114000;Si;No;Emailing;0;No
10907;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;458000;Si;No;Emailing;0;No
10908;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;104000;Si;No;Emailing;0;No
10909;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;-8000;Si;No;Emailing;0;No
10910;56;55 a 64;Trabajador Dependiente;Soltero;Enseñanza Básica;No;181000;Si;No;Emailing;0;No
10911;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;7317000;Si;No;Emailing;0;No
10912;56;55 a 64;Obrero;Casado;Enseñanza Básica;No;126000;No;No;Celular;0;No
10913;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Media;No;12000;No;No;Emailing;0;No
10914;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;230000;No;Si;Emailing;0;No
10915;56;55 a 64;Técnico;Casado;Técnico Profesional;No;503000;No;No;Emailing;0;No
10916;56;55 a 64;Trabajador Dependiente;Casado;Universitario;No;2062000;No;No;Emailing;0;No
10917;56;55 a 64;Trabajador Dependiente;Casado;Enseñanza Básica;No;935000;No;Si;Emailing;0;No
